scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE14_10PAY_PY18,14,10,10 Years,18,32,true,,"Entry age 14 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 93, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46; 56,A46 10 Years / PY15; A56 10 Years / PY20,100000,10000,16600000,1000000,6719.916667,80639,6719.916667,80639,8.0639,79,125,true,93,4.74,-1.43,10.32,4.968416,40,54,1632672.6,1632672.6,2076258.4,3708931,5763914.8,1638387.8,1638387.8,7402302.6,4.74,6.35,1.61,1000000,58000,632499.9,413231.47,1103731.37,350400,753331.37,4825520.8,71508,0,105000,80639,80639,1441185,0,0,970425,83071.6,246703,1500999.8,94365,2076258.4,1632672.6,79,93
AGE14_10PAY_PY19,14,10,10 Years,19,33,true,,"Entry age 14 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 93, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46; 56,A46 10 Years / PY15; A56 10 Years / PY20,100000,10000,16600000,1000000,7096.833333,85162,7096.833333,85162,8.5162,79,125,true,93,4.77,-1.43,10.32,4.983885,40,54,1713270.8,1713270.8,2095413.2,3808684,5965027,1718937.4,1718937.4,7683964.4,4.77,6.35,1.58,1000000,58000,632499.9,431187.05,1121686.95,350400,771286.95,4733982.4,71508,0,105000,85162,85162,1577943.8,0,0,970425,87647.2,172809.2,1581408.4,99022.4,2095413.2,1713270.8,79,93
AGE14_10PAY_PY20,14,10,10 Years,20,34,true,,"Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 14 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 69; the projection stops at attained age 83, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,56,A56 10 Years / PY20,100000,10000,16600000,1000000,7473.75,89685,7473.75,89685,8.9685,69,125,true,83,4.8,-1.43,10.32,4.973077,40,54,1793869,1793869,2105243,3899112,5116788,1799487,1799487,6916275,4.8,6.35,1.55,1000000,58000,632499.9,384361.1,1074861,350400,724461,4642444,71508,0,105000,89685,89685,1661817,0,0,970425,89685,89685,1661817,103678,2105243,1793869,69,83
AGE14_10PAY_PY21,14,10,10 Years,21,35,true,,"Entry age 14 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 93, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 10 Years / PY4; A56 10 Years / PY20,100000,10000,16600000,1000000,7920.947917,95051.375,7920.947917,95051.375,9.505138,79,125,true,93,4.831875,-1.43,10.32,4.951739,40,54,1845403,1845403,2081027.19,3926430.19,6250289.19,1851116.81,1851116.81,8101406,4.831875,6.35,1.518125,1000000,58000,632499.9,461226.36,1151726.26,350400,801326.26,4573038.69,71508,0,105000,95051.38,95051.38,1715583.31,0,0,981076.56,0,0,1713235.06,107343.88,2081027.19,1845403,79,93
AGE15_SP_PY2,15,1,Single Premium,2,17,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY2,100000,100000,166000000,100000,72.416667,869,72.416667,869,0.869,79,125,true,94,4.53,-1.26,10.32,4.697514,40,55,102986,102986,197001,299987,429638,103420,103420,533058,4.53,6.35,1.82,100000,8000,63249.99,28869.11,100119.1,35040,65079.1,783928,94902,80000,105000,869,869,81080,4823,35391,85936,4830,83660,89953,5952,197001,102986,79,94
AGE15_SP_PY3,15,1,Single Premium,3,18,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 Single Premium / PY2; A46 Single Premium / PY4,100000,100000,166000000,100000,235.583333,2827,235.583333,2827,2.827,79,125,true,94,4.54,-1.26,10.32,4.711651,40,55,103943.5,103943.5,198203,302146.5,433001.5,104381.5,104381.5,537383,4.54,6.35,1.81,100000,8000,63249.99,29132.6,100382.59,35040,65342.59,781861.5,94902,80000,105000,2827,2827,84386,4878,34934.5,86890.5,4886,83756.5,90908.5,6007.5,198203,103943.5,79,94
AGE15_SP_PY4,15,1,Single Premium,4,19,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY4,100000,100000,166000000,100000,398.75,4785,398.75,4785,4.785,79,125,true,94,4.55,-1.26,10.32,4.715924,40,55,104901,104901,199294,304195,436254,105343,105343,541597,4.55,6.35,1.8,100000,8000,63249.99,29396.1,100646.09,35040,65606.09,779795,94902,80000,105000,4785,4785,84018,4933,34367,87845,4941,83741,91864,6063,199294,104901,79,94
AGE15_SP_PY5,15,1,Single Premium,5,20,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY5,100000,100000,166000000,100000,422.583333,5071,422.583333,5071,5.071,79,125,true,94,4.6,-1.26,10.32,4.75929,40,55,110010,110010,204966,314976,453471,110474,110474,563945,4.6,6.35,1.75,100000,8000,63249.99,30775.26,102025.25,35040,66985.25,769372,94902,80000,105000,5071,5071,87662,5227,31195,92938,5236,83515,96962,6358,204966,110010,79,94
AGE15_SP_PY6,15,1,Single Premium,6,21,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY6,100000,100000,166000000,100000,447.916667,5375,447.916667,5375,5.375,79,125,true,94,4.65,-1.26,10.32,4.800048,40,55,115425,115425,210665,326090,471399,115911,115911,587310,4.65,6.35,1.7,100000,8000,63249.99,32217.25,103467.24,35040,68427.24,758748,94902,80000,105000,5375,5375,91611,5539,27521,98335,5548,82961,102365,6671,210665,115425,79,94
AGE15_SP_PY7,15,1,Single Premium,7,22,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY7,100000,100000,166000000,100000,474.75,5697,474.75,5697,5.697,79,125,true,94,4.69,-1.26,10.32,4.838508,40,55,121163,121163,216377,337540,490073,121673,121673,611746,4.69,6.35,1.66,100000,8000,63249.99,33724.96,104974.95,35040,69934.95,747924,94902,80000,105000,5697,5697,95883,5870,23299,104054,5879,82046,108091,7003,216377,121163,79,94
AGE15_SP_PY8,15,1,Single Premium,8,23,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY8,100000,100000,166000000,100000,503.166667,6038,503.166667,6038,6.038,79,125,true,94,4.73,-1.26,10.32,4.874711,40,55,127243,127243,222077,349320,509508,127778,127778,637286,4.73,6.35,1.62,100000,8000,63249.99,35300.71,106550.7,35040,71510.7,736907,94902,80000,105000,6038,6038,104498,6220,18472,110115,6229,80725,114158,7354,222077,127243,79,94
AGE15_SP_PY9,15,1,Single Premium,9,24,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 Single Premium / PY9,100000,100000,166000000,100000,533.25,6399,533.25,6399,6.399,79,125,true,94,4.77,-1.26,10.32,4.908815,40,55,133687,133687,227743,361430,529731,134250,134250,663981,4.77,6.35,1.58,100000,8000,63249.99,36947.7,108197.69,35040,73157.69,725704,94902,80000,105000,6399,6399,113476,6586,12985,116538,6601,78950,120588,7727,227743,133687,79,94
AGE15_SP_PY10,15,1,Single Premium,10,25,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46; 56,A46 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,569.216667,6830.6,569.216667,6830.6,6.8306,79,125,true,94,4.802,-1.26,10.32,4.965623,40,55,141381.6,141381.6,234908.6,376290.2,554262.6,141939.8,141939.8,696202.4,4.802,6.35,1.548,100000,8000,63249.99,38827.63,110077.62,35040,75037.62,713999,94902,80000,105000,6830.6,6830.6,119299,6830.6,6830.6,119299,7045,77227.6,128266,8171.6,234908.6,141381.6,79,94
AGE15_SP_PY11,15,1,Single Premium,11,26,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46; 56,A46 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,605.183333,7262.2,605.183333,7262.2,7.2622,79,125,true,94,4.834,-1.26,10.32,5.006073,40,55,149076.2,149076.2,241184,390260.2,577906,149629.6,149629.6,727535.6,4.834,6.35,1.516,100000,8000,63249.99,40707.57,111957.56,35040,76917.56,702294,94902,80000,105000,7262.2,7262.2,127609.2,0,0,122060,7489,74616.2,135944,8616.2,241184,149076.2,79,94
AGE15_SP_PY12,15,1,Single Premium,12,27,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46; 56,A46 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,641.15,7693.8,641.15,7693.8,7.6938,79,125,true,94,4.866,-1.26,10.32,5.032779,40,55,156770.8,156770.8,246569.2,403340,600660.2,157319.4,157319.4,757979.6,4.866,6.35,1.484,100000,8000,63249.99,42587.5,113837.49,35040,78797.49,690589,94902,80000,105000,7693.8,7693.8,136797.4,0,0,124821,7932.4,71115.8,143622,9060.8,246569.2,156770.8,79,94
AGE15_SP_PY13,15,1,Single Premium,13,28,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46; 56,A46 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,677.116667,8125.4,677.116667,8125.4,8.1254,79,125,true,94,4.898,-1.26,10.32,5.047961,40,55,164465.4,164465.4,251064.2,415529.6,622525.4,165009.2,165009.2,787534.6,4.898,6.35,1.452,100000,8000,63249.99,44467.43,115717.42,35040,80677.42,678884,94902,80000,105000,8125.4,8125.4,149698,0,0,127582,8376.2,66727.2,151300,9505.4,251064.2,164465.4,79,94
AGE15_SP_PY14,15,1,Single Premium,14,29,true,,"Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 69; the projection stops at attained age 84, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,56,A56 Single Premium / PY14,100000,100000,166000000,100000,713.083333,8557,713.083333,8557,8.557,69,125,true,84,4.93,-1.26,10.32,5.041162,40,55,172160,172160,254669,426829,543691,172699,172699,716390,4.93,6.35,1.42,100000,8000,63249.99,40130.2,111380.19,35040,76340.19,667179,94902,80000,105000,8557,8557,157749,0,0,130343,8820,61450,158978,9950,254669,172160,69,84
AGE15_SP_PY15,15,1,Single Premium,15,30,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,766.472222,9197.666667,766.472222,9197.666667,9.197667,79,125,true,94,4.963333,-1.26,10.32,5.024426,40,55,177924.5,177924.5,255139.58,433064.08,656981.42,178472.25,178472.25,835453.67,4.963333,6.35,1.386667,100000,8000,63249.99,47803.89,119053.88,35040,84013.88,657449.92,94902,80000,105000,9197.67,9197.67,163687,0,0,134043.58,9152.25,55272.08,164730.08,10282.83,255139.58,177924.5,79,94
AGE15_SP_PY16,15,1,Single Premium,16,31,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,819.861111,9838.333333,819.861111,9838.333333,9.838333,79,125,true,94,4.996667,-1.26,10.32,4.992169,40,55,183689,183689,254943.5,438632.5,669793.17,184245.5,184245.5,854038.67,4.996667,6.35,1.353333,100000,8000,63249.99,49260.41,120510.4,35040,85470.4,647720.83,94902,80000,105000,9838.33,9838.33,169575.17,0,0,137744.17,9483.33,48428.67,170482.17,10621.83,254943.5,183689,79,94
AGE15_SP_PY17,15,1,Single Premium,17,32,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,873.25,10479,873.25,10479,10.479,79,125,true,94,5.03,-1.26,10.32,4.957325,40,55,189453.5,189453.5,254071.5,443525,681936,190018.75,190018.75,871954.75,5.03,6.35,1.32,100000,8000,63249.99,50716.93,121966.92,35040,86926.92,637991.75,94902,80000,105000,10479,10479,175610.75,0,0,141444.75,9816.25,40921,176234.25,11225.25,254071.5,189453.5,79,94
AGE15_SP_PY18,15,1,Single Premium,18,33,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,926.638889,11119.666667,926.638889,11119.666667,11.119667,79,125,true,94,5.063333,-1.26,10.32,4.920398,40,55,195218,195218,252170,447388,693410,195792,195792,889202,5.063333,6.35,1.286667,100000,8000,63249.99,52173.45,123423.44,35040,88383.44,628262.67,94902,80000,105000,11119.67,11119.67,181545.33,0,0,145145.33,10185.33,32747,181986.33,11650,252170,195218,79,94
AGE15_SP_PY19,15,1,Single Premium,19,34,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,980.027778,11760.333333,980.027778,11760.333333,11.760333,79,125,true,94,5.096667,-1.26,10.32,4.881805,40,55,200982.5,200982.5,249417.75,450400.25,704214.75,201565.25,201565.25,905780,5.096667,6.35,1.253333,100000,8000,63249.99,53629.97,124879.96,35040,89839.96,618533.58,94902,80000,105000,11760.33,11760.33,187597.08,0,0,148845.92,12101,23861.33,187738.42,12075,249417.75,200982.5,79,94
AGE15_SP_PY20,15,1,Single Premium,20,35,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,1033.416667,12401,1033.416667,12401,12.401,79,125,true,94,5.13,-1.26,10.32,4.841899,40,55,206747,206747,245814.5,452561.5,714350,207338.5,207338.5,921688.5,5.13,6.35,1.22,100000,8000,63249.99,55086.49,126336.48,35040,91296.48,608804.5,94902,80000,105000,12401,12401,193490.5,0,0,152546.5,12401,12401,193490.5,12500,245814.5,206747,79,94
AGE15_SP_PY21,15,1,Single Premium,21,36,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 21 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,1033.416667,12401,1033.416667,12401,12.401,79,125,true,94,5.13,-1.26,10.32,4.71649,40,55,206747,206747,233314.5,440061.5,702361.5,207338.5,207338.5,909700,5.13,6.35,1.22,100000,8000,63249.99,55086.49,126336.48,35040,91296.48,608804.5,94902,80000,105000,12401,12401,193720.5,0,0,152546.5,0,0,193490.5,12499,233314.5,206747,79,94
AGE15_2PAY_PY2,15,2,2 Years,2,17,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,663.888889,7966.666667,663.888889,7966.666667,3.983333,79,125,true,94,4.41,-1.28,10.32,4.442328,40,55,181186,181186,353940.33,535126.33,763197,181950.33,181950.33,945147.33,4.41,6.35,1.94,200000,15500,126499.98,50897.37,192897.35,70080,122817.35,1555167.67,92303,60303,105000,7966.67,7966.67,160000,8217.33,73654,147174,7492.33,153709,155175.67,10470.33,353940.33,181186,79,94
AGE15_2PAY_PY3,15,2,2 Years,3,18,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,717.527778,8610.333333,717.527778,8610.333333,4.305167,79,125,true,94,4.455,-1.28,10.32,4.576001,40,55,192666,192666,370900.5,563566.5,806104.17,193478.67,193478.67,999582.83,4.455,6.35,1.895,200000,15500,126499.98,53886.19,195886.17,70080,125806.17,1534062.83,92303,60303,105000,8610.33,8610.33,165033,8878.67,70721.83,158615,8525,158864.83,166630.83,11134.67,370900.5,192666,79,94
AGE15_2PAY_PY4,15,2,2 Years,4,19,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY4,100000,50000,83000000,200000,771.166667,9254,771.166667,9254,4.627,79,125,true,94,4.5,-1.28,10.32,4.681404,40,55,204146,204146,386531,590677,847679,205007,205007,1052686,4.5,6.35,1.85,200000,15500,126499.98,56875,198874.98,70080,128794.98,1512958,92303,60303,105000,9254,9254,162409,9540,66465,170056,9556,161955,178086,11799,386531,204146,79,94
AGE15_2PAY_PY5,15,2,2 Years,5,20,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY5,100000,50000,83000000,200000,817.333333,9808,817.333333,9808,4.904,79,125,true,94,4.56,-1.28,10.32,4.726371,40,55,214028,214028,397504,611532,880974,214929,214929,1095903,4.56,6.35,1.79,200000,15500,126499.98,59542.18,201542.16,70080,131462.16,1492801,92303,60303,105000,9808,9808,169359,10110,60333,179906,10126,161519,187945,12370,397504,214028,79,94
AGE15_2PAY_PY6,15,2,2 Years,6,21,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY6,100000,50000,83000000,200000,866.25,10395,866.25,10395,5.1975,79,125,true,94,4.61,-1.28,10.32,4.768622,40,55,224499,224499,408526,633025,915651,225445,225445,1141096,4.61,6.35,1.74,200000,15500,126499.98,62331.14,204331.12,70080,134251.12,1472252,92303,60303,105000,10395,10395,176900,10713,53227,190343,10730,160449,198395,12975,408526,224499,79,94
AGE15_2PAY_PY7,15,2,2 Years,7,22,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY7,100000,50000,83000000,200000,918.166667,11018,918.166667,11018,5.509,79,125,true,94,4.65,-1.28,10.32,4.808426,40,55,235597,235597,419569,655166,951761,236588,236588,1188349,4.65,6.35,1.7,200000,15500,126499.98,65246.96,207246.94,70080,137166.94,1451319,92303,60303,105000,11018,11018,185066,11352,45059,201405,11370,158678,209468,13617,419569,235597,79,94
AGE15_2PAY_PY8,15,2,2 Years,8,23,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY8,100000,50000,83000000,200000,973.083333,11677,973.083333,11677,5.8385,79,125,true,94,4.69,-1.28,10.32,4.845938,40,55,247357,247357,430594,677951,989352,248399,248399,1237751,4.69,6.35,1.66,200000,15500,126499.98,68294.8,210294.78,70080,140214.78,1430013,92303,60303,105000,11677,11677,201895,12030,35725,213127,12048,156122,221203,14296,430594,247357,79,94
